32,1,70002,62151,1,89,6,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2209,0,5,9,8,7,0,9,7,8,8,7,0,6,6,0,5,0,0,1,5,4,0,0,0,0,0
32,1,70003,62152,1,32,1,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3805,0,6,5,8,4,8,8,8,9,9,8,9,8,10,0,10,1,8,0,0,3,0,0,0,2,0
32,1,70004,62153,1,70,5,1,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4165,1,7,5,9,7,7,8,8,8,8,7,4,6,5,7,7,2,8,1,6,4,0,0,0,0,0
32,1,70005,62154,1,51,3,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,4680,1,7,8,6,8,9,8,8,7,8,5,6,5,5,7,7,3,0,0,0,3,0,0,0,3,1
32,1,70006,62155,1,70,5,1,0,0,0,0,0,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4178,1,8,6,8,8,10,8,8,9,5,4,8,7,8,8,8,2,6,1,9,4,0,0,0,0,0
32,1,70007,62156,1,72,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4510,0,8,10,8,10,10,7,8,8,10,7,7,7,8,8,6,0,0,1,4,4,0,0,0,0,0
32,1,70008,62157,0,70,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4552,1,8,10,8,10,10,10,8,10,10,6,6,8,6,8,8,2,5,1,5,4,0,0,0,0,0
32,1,70009,62158,1,66,5,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4157,1,10,10,5,10,10,10,0,10,10,5,5,5,0,5,5,1,10,1,10,4,0,0,0,0,0
32,1,70011,62159,1,74,5,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3095,1,5,9,2,5,10,8,9,7,7,7,7,8,1,5,7,0,0,0,0,4,0,0,0,0,0
32,1,70012,62160,1,50,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2229,0,2,1,5,1,4,3,2,2,3,3,5,4,8,5,3,2,7,1,10,0,1,1,0,0,0
32,1,70013,62161,1,18,0,0,0,0,1,0,3,2,5,0,0,0,1,0,0,0,1,0,1,0,0,0,4,4506,1,8,10,9,7,9,9,6,7,9,8,6,5,4,8,6,0,0,0,0,5,0,0,0,0,0
32,1,70015,62162,1,73,5,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6028,0,10,10,8,9,10,9,8,9,10,8,7,8,8,9,10,3,0,1,6,4,0,0,0,0,0
32,1,70016,62163,1,66,5,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2782,0,7,8,7,5,8,10,7,7,7,3,3,4,1,6,10,2,4,0,0,4,0,0,0,0,0
32,1,70017,62164,1,28,1,0,0,0,0,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3977,0,5,5,7,3,0,10,6,2,5,4,8,8,6,0,10,2,5,0,0,5,0,0,0,0,0
32,1,70018,62165,1,67,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,3013,1,10,10,10,10,10,10,10,10,10,10,5,5,5,10,5,0,0,0,0,0,0,3,0,0,0
32,1,70019,62166,1,75,5,0,1,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2620,1,7,10,6,8,9,7,7,8,5,5,6,7,5,5,6,1,7,1,5,4,0,0,0,0,0
32,1,70020,62167,1,41,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4305,1,10,10,10,8,10,8,8,10,10,10,10,8,10,7,10,3,0,0,0,0,0,1,0,0,0
32,1,70021,62168,0,67,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,4163,1,9,9,8,8,8,9,5,9,9,0,7,9,2,8,8,0,0,1,2,4,0,0,0,0,0
32,1,70022,62169,1,70,5,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3153,1,5,10,5,5,0,5,10,5,0,0,5,5,0,0,5,0,0,1,10,4,0,0,0,0,0
32,1,70023,62170,1,72,5,0,0,1,0,1,9,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,5,3207,0,9,10,9,8,10,10,7,8,9,2,8,7,7,4,7,2,10,1,5,4,0,0,0,0,0
32,1,70024,62171,1,88,6,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096,0,10,8,6,8,8,6,7,7,7,7,8,8,8,7,7,2,8,1,10,4,0,0,0,0,0
32,1,70025,62172,0,82,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047,0,8,8,7,6,8,8,4,8,9,6,8,5,4,5,7,0,0,1,9,4,0,0,0,0,0
32,1,70026,62173,1,82,6,0,0,1,0,0,2,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4068,1,5,6,6,7,0,7,6,6,6,5,6,7,6,6,5,0,0,0,0,4,0,0,0,0,0
32,1,70027,62174,1,66,5,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,1,9,9,5,8,10,8,8,10,8,7,9,7,9,8,4,1,9,1,10,4,0,0,0,0,0
32,1,70028,62175,0,30,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,4154,0,8,8,7,6,9,6,8,5,8,7,7,6,4,5,6,2,7,0,0,0,1,3,0,0,0
32,1,70029,62176,1,42,2,0,1,1,0,0,5,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2516,1,5,9,7,6,6,10,10,2,8,4,2,5,1,2,5,3,0,1,10,3,0,0,0,3,0
32,1,70030,62177,0,41,2,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,3150,1,7,5,5,5,8,7,5,4,6,4,6,6,4,5,6,0,0,0,0,0,1,2,0,0,0
32,1,70031,62178,1,83,6,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,0,10,10,8,10,10,10,10,10,10,6,6,7,4,0,6,0,0,1,5,4,0,0,0,0,0
32,1,70032,62179,0,70,5,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5108,1,8,7,7,9,10,7,8,8,10,6,8,8,8,7,9,2,8,1,8,0,2,1,0,0,0
32,1,70033,62180,1,88,6,1,0,0,0,0,0,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4151,0,7,7,7,8,8,9,8,7,5,6,3,6,0,6,8,2,8,1,3,4,0,0,0,0,0
32,1,70034,62181,0,58,4,0,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,4064,1,4,6,4,4,7,7,5,5,6,4,4,5,3,5,7,2,7,1,8,4,0,0,0,0,0
32,1,70035,62182,1,64,4,0,1,1,0,0,5,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3165,0,7,7,6,6,8,8,8,7,8,7,7,8,8,7,8,0,0,1,10,3,0,0,0,2,0
32,1,70036,62183,0,58,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4570,0,8,8,4,8,9,9,8,8,8,5,5,6,4,6,7,0,0,0,0,4,0,0,0,0,0
32,1,70037,62184,1,66,5,1,0,0,0,0,0,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6155,1,7,10,7,6,7,9,7,8,9,7,8,8,7,5,6,2,10,1,8,4,0,0,0,0,0
32,1,70039,62185,1,81,6,1,0,0,0,0,0,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2250,0,10,8,8,9,9,9,9,9,7,6,8,6,5,5,9,3,0,1,8,4,0,0,0,0,0
32,1,70040,62186,1,60,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4017,1,7,7,6,8,10,8,8,7,9,8,7,8,6,7,6,2,8,1,7,3,0,0,0,0,0
32,1,70041,62187,0,54,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4305,0,7,7,8,7,9,9,9,9,8,7,7,6,4,6,8,0,0,1,8,3,0,0,0,2,0
32,1,70042,62188,0,60,4,0,0,0,1,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3132,1,2,6,3,3,5,5,7,3,9,2,5,6,1,2,3,2,2,1,9,5,0,0,0,0,0
32,1,70043,62189,0,46,3,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,3132,1,7,9,9,6,7,10,10,8,8,7,7,7,6,7,8,0,0,1,9,4,0,0,0,0,0
32,1,70044,62190,1,59,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,3079,1,8,10,9,8,7,9,9,9,9,7,8,7,7,7,8,2,8,1,10,4,0,0,0,0,0
32,1,70045,62191,0,53,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,4111,1,7,5,3,7,10,10,5,9,3,1,8,10,0,2,8,2,10,1,10,3,0,0,0,2,0
32,1,70046,62192,0,36,2,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,3810,0,8,8,8,9,9,7,7,7,10,8,7,7,7,7,9,0,0,1,7,4,0,0,0,0,0
32,1,70047,62193,0,68,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,5051,1,8,9,7,8,7,10,10,9,9,6,4,6,1,5,9,1,10,0,0,4,0,0,0,0,0
32,1,70048,62194,0,61,4,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2761,0,8,8,7,7,8,8,8,7,9,8,10,8,8,6,8,0,0,0,0,3,0,0,0,3,0
32,1,70049,62195,0,70,5,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3124,0,5,9,1,1,10,7,2,1,8,5,4,3,1,4,6,2,9,1,5,4,0,0,0,0,0
32,1,70050,62196,1,42,2,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,6026,1,9,8,10,7,9,7,7,8,9,7,6,7,4,6,6,0,0,1,10,4,0,0,0,0,0
32,1,70051,62197,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4069,1,8,8,8,8,7,8,8,9,8,5,5,6,6,5,6,2,7,1,7,4,0,0,0,0,0
32,1,70052,62198,1,68,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4127,1,4,6,6,5,7,8,7,4,8,6,5,4,5,6,5,2,9,1,8,4,0,0,0,0,0
32,1,70053,62199,0,18,0,0,0,0,0,1,4,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,2112,1,3,8,6,3,10,10,6,10,5,4,7,7,2,3,10,0,0,0,0,0,2,2,0,0,0
32,1,70055,62200,1,77,6,1,0,0,0,0,0,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4068,1,8,9,6,9,9,9,8,8,9,5,5,6,4,5,6,2,7,1,5,4,0,0,0,0,0
32,1,70056,62201,0,49,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2340,1,7,4,8,7,2,8,4,7,4,4,7,3,2,3,2,2,6,1,8,4,0,0,0,0,0
32,1,70057,62202,0,49,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,5113,1,10,10,10,10,10,10,10,10,10,3,5,7,1,4,4,0,0,1,5,4,0,0,0,0,0
32,1,70058,62203,1,24,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2118,0,7,6,7,6,7,5,5,5,6,5,9,7,5,7,8,0,0,0,0,5,0,0,0,0,0
32,1,70059,62204,0,28,1,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3105,1,6,7,8,5,9,9,9,5,10,6,8,6,6,7,9,3,0,1,5,0,0,1,0,0,0
32,1,70060,62205,0,63,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,4061,1,9,8,7,8,9,8,8,7,9,7,7,7,8,7,8,1,8,1,10,4,0,0,0,0,0
32,1,70061,62206,1,63,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4124,0,8,8,8,8,9,9,7,7,9,7,7,7,7,7,7,1,7,1,5,4,0,0,0,0,0
32,1,70062,62207,0,61,4,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,2,7,0,4,5,3,5,0,0,3,3,5,1,0,5,2,0,1,3,4,0,0,0,0,0
32,1,70063,62208,1,37,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3064,1,7,6,4,7,8,8,8,7,10,7,6,7,4,5,6,0,0,0,0,3,0,0,0,1,0
32,1,70064,62209,0,28,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6062,0,7,9,9,6,3,7,7,6,9,4,5,5,3,6,7,0,0,0,0,5,0,0,0,0,0
32,1,70065,62210,0,61,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2785,1,10,10,9,10,10,10,10,10,10,8,8,6,6,7,7,2,8,1,5,4,0,0,0,0,0
32,1,70066,62211,1,66,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2207,1,9,9,9,8,10,9,9,9,10,5,5,5,5,5,5,0,0,1,6,4,0,0,0,0,0
32,1,70067,62212,1,49,3,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,3109,1,8,6,8,8,9,7,6,6,8,7,8,8,7,6,7,0,0,1,6,0,1,3,0,0,0
32,1,70068,62213,0,74,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4165,0,9,9,9,8,9,9,9,8,9,5,9,9,0,0,9,0,0,0,0,4,0,0,0,0,0
32,1,70071,62214,1,41,2,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2099,0,8,8,8,7,8,8,8,7,9,7,8,8,7,7,7,0,0,0,0,3,0,0,0,3,0
32,1,70072,62215,0,81,6,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6152,0,7,7,9,5,8,7,6,8,7,6,7,6,7,6,8,2,8,1,4,4,0,0,0,0,0
32,1,70073,62216,0,54,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2142,1,3,6,6,5,0,2,0,1,1,0,5,1,0,0,4,2,10,1,5,4,0,0,0,0,0
32,1,70074,62217,1,84,6,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2027,0,7,8,7,6,7,7,8,6,8,5,4,4,4,6,5,2,6,1,4,4,0,0,0,0,0
32,1,70075,62218,1,71,5,1,0,0,0,0,0,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2125,1,7,8,7,7,5,8,7,7,9,6,7,7,6,7,8,0,0,1,10,4,0,0,0,0,0
32,1,70076,62219,0,55,3,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,3781,1,7,8,10,7,9,10,7,6,10,4,5,4,3,4,7,1,6,1,4,4,0,0,0,0,0
32,1,70077,62220,1,50,3,0,1,1,0,0,5,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,5,4074,0,9,9,9,8,9,9,8,8,10,9,8,7,7,7,8,0,0,0,0,3,0,0,0,3,0
32,1,70078,62221,0,55,3,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2566,1,10,10,9,9,9,5,8,9,9,9,5,7,7,9,8,0,0,1,10,4,0,0,0,0,0
32,1,70079,62222,0,32,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,2209,1,6,7,4,5,8,8,3,7,6,3,9,5,5,5,7,0,0,0,0,3,0,0,0,2,0
32,1,70080,62223,1,63,4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2572,0,8,8,8,8,8,7,8,8,9,7,7,7,8,7,8,0,0,0,0,4,0,0,0,0,0
32,1,70081,62224,1,51,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2780,1,7,8,9,8,9,9,6,6,5,7,3,4,0,6,8,2,10,0,0,6,0,0,0,0,0
32,1,70082,62225,0,66,5,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2165,0,9,9,8,10,8,8,5,8,10,7,7,8,7,8,8,1,8,1,5,4,0,0,0,0,0
32,1,70083,62226,1,72,5,0,0,1,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6030,1,7,7,1,0,8,8,4,6,10,7,7,8,8,8,9,2,9,1,3,3,0,0,0,1,1
32,1,70084,62227,0,82,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,1,10,8,10,9,9,10,5,9,8,7,7,5,0,6,8,0,0,0,0,4,0,0,0,0,0
32,1,70085,62228,0,35,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,2768,1,7,8,8,6,7,7,6,6,7,7,8,7,7,6,8,0,0,0,0,3,0,0,0,3,0
32,1,70086,62229,1,44,2,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,6,2074,1,10,10,8,8,8,10,8,10,10,10,7,8,8,8,8,0,0,1,6,3,0,0,0,2,0
